week_of,keyword,device,group,planned_page,ranking_page,position_latest,median_7d,median_prior_7d,gsc_impressions_28d,ai_overview_on_page,testing_com_in_ai_overview,signals
2026-09-25,std testing beverly,phone,std-city,/std-testing/beverly-ma/,/std-testing/beverly-ma/,6,6,,284,no,no,
2026-09-25,std testing beverly,desktop,std-city,/std-testing/beverly-ma/,/std-testing/beverly-ma/,5,,,284,no,no,
2026-09-25,std testing billings mt,phone,std-city,/std-testing/billings-mt/,/std-testing/billings-mt/,6,6,,95,no,no,
2026-09-25,std testing billings mt,desktop,std-city,/std-testing/billings-mt/,/std-testing/billings-mt/,6,,,95,no,no,
2026-09-25,std testing binghamton ny,phone,std-city,/std-testing/binghamton-ny/,/std-testing/binghamton-ny/,7,7,,87,no,no,
2026-09-25,std testing binghamton ny,desktop,std-city,/std-testing/binghamton-ny/,/std-testing/binghamton-ny/,7,,,87,no,no,
2026-09-25,std testing birmingham al,phone,std-city,/std-testing/birmingham-al/,/std-testing/birmingham-al/,9,9,,314,no,no,
2026-09-25,std testing birmingham al,desktop,std-city,/std-testing/birmingham-al/,/std-testing/birmingham-al/,9,,,314,yes,no,
2026-09-25,std testing bismarck nd,phone,std-city,/std-testing/bismarck-nd/,/std-testing/bismarck-nd/,5,5,,185,no,no,
2026-09-25,std testing bismarck nd,desktop,std-city,/std-testing/bismarck-nd/,/std-testing/bismarck-nd/,5,,,185,no,no,
2026-09-25,std testing blacksburg va,phone,std-city,/std-testing/blacksburg-va/,/std-testing/blacksburg-va/,6,6,,156,no,no,
2026-09-25,std testing blacksburg va,desktop,std-city,/std-testing/blacksburg-va/,/std-testing/blacksburg-va/,6,,,156,no,no,
2026-09-25,std testing bloomington il,phone,std-city,/std-testing/bloomington-il/,/std-testing/bloomington-il/,5,5,,104,yes,yes,
2026-09-25,std testing bloomington il,desktop,std-city,/std-testing/bloomington-il/,/std-testing/bloomington-il/,5,,,104,no,no,
2026-09-25,std testing bloomsburg pa,phone,std-city,/std-testing/bloomsburg-pa/,/std-testing/bloomsburg-pa/,4,4,,117,yes,no,
2026-09-25,std testing bloomsburg pa,desktop,std-city,/std-testing/bloomsburg-pa/,/std-testing/bloomsburg-pa/,3,,,117,no,no,
2026-09-25,std testing blue springs,phone,std-city,/std-testing/blue-springs-mo/,/std-testing/blue-springs-mo/,5,5,,239,no,no,
2026-09-25,std testing blue springs,desktop,std-city,/std-testing/blue-springs-mo/,/std-testing/blue-springs-mo/,5,,,239,no,no,
2026-09-25,std testing boca raton fl,phone,std-city,/std-testing/boca-raton-fl/,/std-testing/boca-raton-fl/,4,4,,176,no,no,
2026-09-25,std testing boca raton fl,desktop,std-city,/std-testing/boca-raton-fl/,/std-testing/boca-raton-fl/,4,,,176,no,no,
2026-09-25,std testing bolingbrook,phone,std-city,/std-testing/bolingbrook-il/,/std-testing/bolingbrook-il/,7,7,,143,no,no,
2026-09-25,std testing bolingbrook,desktop,std-city,/std-testing/bolingbrook-il/,/std-testing/bolingbrook-il/,7,,,143,no,no,
2026-09-25,std testing bossier city,phone,std-city,/std-testing/bossier-city-la/,/std-testing/bossier-city-la/,6,6,,186,no,no,
2026-09-25,std testing bossier city,desktop,std-city,/std-testing/bossier-city-la/,/std-testing/bossier-city-la/,4,,,186,no,no,
2026-09-25,std testing bothell wa,phone,std-city,/std-testing/bothell-wa/,/std-testing/bothell-wa/,5,5,,387,no,no,
2026-09-25,std testing bothell wa,desktop,std-city,/std-testing/bothell-wa/,/std-testing/bothell-wa/,5,,,387,no,no,
2026-09-25,std testing boulder co,phone,std-city,/std-testing/boulder-co/,/std-testing/boulder-co/,8,8,,146,no,no,
2026-09-25,std testing boulder co,desktop,std-city,/std-testing/boulder-co/,/std-testing/boulder-co/,8,,,146,no,no,
2026-09-25,std testing bowie md,phone,std-city,/std-testing/bowie-md/,/std-testing/bowie-md/,4,4,,105,no,no,
2026-09-25,std testing bowie md,desktop,std-city,/std-testing/bowie-md/,/std-testing/bowie-md/,4,,,105,no,no,
2026-09-25,std testing bowling green ky,phone,std-city,/std-testing/bowling-green-ky/,/std-testing/bowling-green-ky/,5,5,,208,no,no,
2026-09-25,std testing bowling green ky,desktop,std-city,/std-testing/bowling-green-ky/,/std-testing/bowling-green-ky/,5,,,208,no,no,
2026-09-25,std testing boynton beach fl,phone,std-city,/std-testing/boynton-beach-fl/,/std-testing/boynton-beach-fl/,4,4,,166,no,no,
2026-09-25,std testing boynton beach fl,desktop,std-city,/std-testing/boynton-beach-fl/,/std-testing/boynton-beach-fl/,4,,,166,no,no,
2026-09-25,std testing bozeman,phone,std-city,/std-testing/bozeman-mt/,/std-testing/bozeman-mt/,5,5,,273,no,no,
2026-09-25,std testing bozeman,desktop,std-city,/std-testing/bozeman-mt/,/std-testing/bozeman-mt/,7,,,273,no,no,
2026-09-25,std testing bradenton,phone,std-city,/std-testing/bradenton-fl/,/std-testing/bradenton-fl/,6,6,,227,no,no,
2026-09-25,std testing bradenton,desktop,std-city,/std-testing/bradenton-fl/,/std-testing/bradenton-fl/,5,,,227,no,no,
2026-09-25,std testing brandon fl,phone,std-city,/std-testing/brandon-fl/,/std-testing/brandon-fl/,5,5,,189,no,no,
2026-09-25,std testing brandon fl,desktop,std-city,/std-testing/brandon-fl/,/std-testing/brandon-fl/,5,,,189,no,no,
2026-09-25,std testing brea ca,phone,std-city,/std-testing/brea-ca/,/std-testing/brea-ca/,5,5,,109,no,no,
2026-09-25,std testing brea ca,desktop,std-city,/std-testing/brea-ca/,/std-testing/brea-ca/,5,,,109,no,no,
2026-09-25,std testing bremerton wa,phone,std-city,/std-testing/bremerton-wa/,/std-testing/bremerton-wa/,2,2,,116,no,no,
2026-09-25,std testing bremerton wa,desktop,std-city,/std-testing/bremerton-wa/,/std-testing/bremerton-wa/,1,,,116,yes,no,
2026-09-25,std testing brentwood,phone,std-city,/std-testing/brentwood-ca/,/std-testing/brentwood-ca/,6,6,,292,no,no,
2026-09-25,std testing brentwood,desktop,std-city,/std-testing/brentwood-ca/,/std-testing/brentwood-ca/,6,,,292,no,no,
2026-09-25,std testing brentwood tn,phone,std-city,/std-testing/brentwood-tn/,/std-testing/brentwood-tn/,8,8,,214,no,no,
2026-09-25,std testing brentwood tn,desktop,std-city,/std-testing/brentwood-tn/,/std-testing/brentwood-tn/,8,,,214,no,no,
2026-09-25,std testing bridgeport ct,phone,std-city,/std-testing/bridgeport-ct/,/std-testing/bridgeport-ct/,5,5,,166,no,no,
2026-09-25,std testing bridgeport ct,desktop,std-city,/std-testing/bridgeport-ct/,/std-testing/bridgeport-ct/,5,,,166,no,no,
2026-09-25,std testing bristol,phone,std-city,/std-testing/bristol-ct/,/std-testing/bristol-ct/,2,2,,261,no,no,
2026-09-25,std testing bristol,desktop,std-city,/std-testing/bristol-ct/,/std-testing/bristol-ct/,24,,,261,yes,no,
2026-09-25,std testing brockton ma,phone,std-city,/std-testing/brockton-ma/,/std-testing/brockton-ma/,2,2,,83,yes,no,
2026-09-25,std testing brockton ma,desktop,std-city,/std-testing/brockton-ma/,/std-testing/brockton-ma/,1,,,83,yes,no,
2026-09-25,std testing broken arrow ok,phone,std-city,/std-testing/broken-arrow-ok/,/std-testing/broken-arrow-ok/,4,4,,174,no,no,
2026-09-25,std testing broken arrow ok,desktop,std-city,/std-testing/broken-arrow-ok/,/std-testing/broken-arrow-ok/,5,,,174,no,no,
2026-09-25,std testing bronx ny,phone,std-city,/std-testing/bronx-ny/,/std-testing/bronx-ny/,4,4,,207,no,no,
2026-09-25,std testing bronx ny,desktop,std-city,/std-testing/bronx-ny/,/std-testing/bronx-ny/,6,,,207,no,no,
2026-09-25,std testing brookhaven,phone,std-city,/std-testing/brookhaven-ga/,/std-testing/brookhaven-ga/,1,1,,234,no,no,
2026-09-25,std testing brookhaven,desktop,std-city,/std-testing/brookhaven-ga/,/std-testing/brookhaven-ga/,1,,,234,yes,no,
2026-09-25,std testing broomfield co,phone,std-city,/std-testing/broomfield-co/,/std-testing/broomfield-co/,4,4,,126,no,no,
2026-09-25,std testing broomfield co,desktop,std-city,/std-testing/broomfield-co/,/std-testing/broomfield-co/,6,,,126,no,no,
2026-09-25,std testing bryan tx,phone,std-city,/std-testing/bryan-tx/,/std-testing/bryan-tx/,4,4,,150,yes,no,
2026-09-25,std testing bryan tx,desktop,std-city,/std-testing/bryan-tx/,/std-testing/bryan-tx/,3,,,150,no,no,
2026-09-25,std testing buffalo grove,phone,std-city,/std-testing/buffalo-grove-il/,/std-testing/buffalo-grove-il/,6,6,,263,no,no,
2026-09-25,std testing buffalo grove,desktop,std-city,/std-testing/buffalo-grove-il/,/std-testing/buffalo-grove-il/,5,,,263,no,no,
2026-09-25,std testing buffalo ny,phone,std-city,/std-testing/buffalo-ny/,/std-testing/buffalo-ny/,7,7,,346,no,no,
2026-09-25,std testing buffalo ny,desktop,std-city,/std-testing/buffalo-ny/,/std-testing/buffalo-ny/,8,,,346,no,no,
2026-09-25,std testing bullhead city,phone,std-city,/std-testing/bullhead-city-az/,/std-testing/bullhead-city-az/,2,2,,135,yes,no,
2026-09-25,std testing bullhead city,desktop,std-city,/std-testing/bullhead-city-az/,/std-testing/bullhead-city-az/,2,,,135,no,no,
2026-09-25,std testing burbank ca,phone,std-city,/std-testing/burbank-ca/,/std-testing/burbank-ca/,5,5,,147,no,no,
2026-09-25,std testing burbank ca,desktop,std-city,/std-testing/burbank-ca/,/std-testing/burbank-ca/,4,,,147,yes,yes,
2026-09-25,std testing burien wa,phone,std-city,/std-testing/burien-wa/,/std-testing/burien-wa/,5,5,,342,no,no,
2026-09-25,std testing burien wa,desktop,std-city,/std-testing/burien-wa/,/std-testing/burien-wa/,2,,,342,no,no,
2026-09-25,std testing burleson,phone,std-city,/std-testing/burleson-tx/,/std-testing/burleson-tx/,8,8,,311,no,no,
2026-09-25,std testing burleson,desktop,std-city,/std-testing/burleson-tx/,/std-testing/burleson-tx/,8,,,311,no,no,
2026-09-25,std testing burlington nc,phone,std-city,/std-testing/burlington-nc/,/std-testing/burlington-nc/,4,4,,176,no,no,
2026-09-25,std testing burlington nc,desktop,std-city,/std-testing/burlington-nc/,/std-testing/burlington-nc/,4,,,176,no,no,
2026-09-25,std testing burlington vt,phone,std-city,/std-testing/burlington-vt/,/std-testing/burlington-vt/,5,5,,93,no,no,
2026-09-25,std testing burlington vt,desktop,std-city,/std-testing/burlington-vt/,/std-testing/burlington-vt/,5,,,93,no,no,
2026-09-25,std testing canton oh,phone,std-city,/std-testing/canton-oh/,/std-testing/canton-oh/,7,7,,226,no,no,
2026-09-25,std testing canton oh,desktop,std-city,/std-testing/canton-oh/,/std-testing/canton-oh/,6,,,226,no,no,
2026-09-25,std testing cape coral fl,phone,std-city,/std-testing/cape-coral-fl/,/std-testing/cape-coral-fl/,6,6,,152,no,no,
2026-09-25,std testing cape coral fl,desktop,std-city,/std-testing/cape-coral-fl/,/std-testing/cape-coral-fl/,6,,,152,no,no,
2026-09-25,std testing carbondale il,phone,std-city,/std-testing/carbondale-il/,/std-testing/carbondale-il/,5,5,,69,no,no,
2026-09-25,std testing carbondale il,desktop,std-city,/std-testing/carbondale-il/,/std-testing/carbondale-il/,5,,,69,no,no,
2026-09-25,std testing carrollton tx,phone,std-city,/std-testing/carrollton-tx/,/std-testing/carrollton-tx/,5,5,,90,no,no,
2026-09-25,std testing carrollton tx,desktop,std-city,/std-testing/carrollton-tx/,/std-testing/carrollton-tx/,5,,,90,no,no,
2026-09-25,std testing cary nc,phone,std-city,/std-testing/cary-nc/,/std-testing/cary-nc/,6,6,,298,no,no,
2026-09-25,std testing cary nc,desktop,std-city,/std-testing/cary-nc/,/std-testing/cary-nc/,6,,,298,no,no,
2026-09-25,std testing casa grande,phone,std-city,/std-testing/casa-grande-az/,/std-testing/casa-grande-az/,4,4,,183,no,no,
2026-09-25,std testing casa grande,desktop,std-city,/std-testing/casa-grande-az/,/std-testing/casa-grande-az/,4,,,183,no,no,
2026-09-25,std testing castle rock,phone,std-city,/std-testing/castle-rock-co/,/std-testing/castle-rock-co/,8,8,,173,no,no,
2026-09-25,std testing castle rock,desktop,std-city,/std-testing/castle-rock-co/,/std-testing/castle-rock-co/,8,,,173,no,no,
2026-09-25,std testing cedar hill,phone,std-city,/std-testing/cedar-hill-tx/,/std-testing/cedar-hill-tx/,7,7,,226,no,no,
2026-09-25,std testing cedar hill,desktop,std-city,/std-testing/cedar-hill-tx/,/std-testing/cedar-hill-tx/,7,,,226,no,no,
2026-09-25,std testing cedar park tx,phone,std-city,/std-testing/cedar-park-tx/,/std-testing/cedar-park-tx/,7,7,,150,no,no,
2026-09-25,std testing cedar park tx,desktop,std-city,/std-testing/cedar-park-tx/,/std-testing/cedar-park-tx/,7,,,150,yes,no,
2026-09-25,std testing cedar rapids ia,phone,std-city,/std-testing/cedar-rapids-ia/,/std-testing/cedar-rapids-ia/,5,5,,318,no,no,
2026-09-25,std testing cedar rapids ia,desktop,std-city,/std-testing/cedar-rapids-ia/,/std-testing/cedar-rapids-ia/,5,,,318,no,no,
2026-09-25,std testing centennial co,phone,std-city,/std-testing/centennial-co/,/std-testing/centennial-co/,2,2,,216,no,no,
2026-09-25,std testing centennial co,desktop,std-city,/std-testing/centennial-co/,/std-testing/centennial-co/,1,,,216,yes,yes,
2026-09-25,std testing chambersburg pa,phone,std-city,/std-testing/chambersburg-pa/,/std-testing/chambersburg-pa/,3,3,,103,yes,no,
2026-09-25,std testing chambersburg pa,desktop,std-city,/std-testing/chambersburg-pa/,/std-testing/chambersburg-pa/,2,,,103,no,no,
2026-09-25,std testing champaign il,phone,std-city,/std-testing/champaign-il/,/std-testing/champaign-il/,5,5,,289,no,no,
2026-09-25,std testing champaign il,desktop,std-city,/std-testing/champaign-il/,/std-testing/champaign-il/,5,,,289,no,no,
2026-09-25,std testing chandler az,phone,std-city,/std-testing/chandler-az/,/std-testing/chandler-az/,4,4,,307,no,no,
2026-09-25,std testing chandler az,desktop,std-city,/std-testing/chandler-az/,/std-testing/chandler-az/,4,,,307,no,no,
2026-09-25,std testing chapel hill,phone,std-city,/std-testing/chapel-hill-nc/,/std-testing/chapel-hill-nc/,8,8,,183,no,no,
2026-09-25,std testing chapel hill,desktop,std-city,/std-testing/chapel-hill-nc/,/std-testing/chapel-hill-nc/,8,,,183,no,no,
2026-09-25,std testing charleston sc,phone,std-city,/std-testing/charleston-sc/,/std-testing/charleston-sc/,8,8,,357,no,no,
2026-09-25,std testing charleston sc,desktop,std-city,/std-testing/charleston-sc/,/std-testing/charleston-sc/,5,,,357,no,no,
2026-09-25,std testing charleston wv,phone,std-city,/std-testing/charleston-wv/,/std-testing/charleston-wv/,5,5,,169,no,no,
2026-09-25,std testing charleston wv,desktop,std-city,/std-testing/charleston-wv/,/std-testing/charleston-wv/,6,,,169,no,no,
2026-09-25,std testing charlotte nc,phone,std-city,/std-testing/charlotte-nc/,/std-testing/charlotte-nc/,8,8,,421,no,no,
2026-09-25,std testing charlotte nc,desktop,std-city,/std-testing/charlotte-nc/,/std-testing/charlotte-nc/,8,,,421,no,no,
2026-09-25,std testing charlottesville va,phone,std-city,/std-testing/charlottesville-va/,/std-testing/charlottesville-va/,6,6,,85,no,no,
2026-09-25,std testing charlottesville va,desktop,std-city,/std-testing/charlottesville-va/,/std-testing/charlottesville-va/,6,,,85,no,no,
2026-09-25,std testing chattanooga tn,phone,std-city,/std-testing/chattanooga-tn/,/std-testing/chattanooga-tn/,4,4,,88,no,no,
2026-09-25,std testing chattanooga tn,desktop,std-city,/std-testing/chattanooga-tn/,/std-testing/chattanooga-tn/,4,,,88,no,no,
2026-09-25,std testing chesapeake va,phone,std-city,/std-testing/chesapeake-va/,/std-testing/chesapeake-va/,5,5,,277,no,no,
2026-09-25,std testing chesapeake va,desktop,std-city,/std-testing/chesapeake-va/,/std-testing/chesapeake-va/,3,,,277,yes,yes,
2026-09-25,std testing chesterfield,phone,std-city,/std-testing/chesterfield-mo/,/std-testing/chesterfield-mo/,6,6,,298,no,no,
2026-09-25,std testing chesterfield,desktop,std-city,/std-testing/chesterfield-mo/,/std-testing/chesterfield-mo/,3,,,298,yes,no,
2026-09-25,std testing cheyenne wy,phone,std-city,/std-testing/cheyenne-wy/,/std-testing/cheyenne-wy/,5,5,,231,no,no,
2026-09-25,std testing cheyenne wy,desktop,std-city,/std-testing/cheyenne-wy/,/std-testing/cheyenne-wy/,5,,,231,no,no,
2026-09-25,std testing chino ca,phone,std-city,/std-testing/chino-hills-ca/,/std-testing/chino-ca/,5,5,,124,no,no,other page ranks
2026-09-25,std testing chino ca,desktop,std-city,/std-testing/chino-hills-ca/,/std-testing/chino-hills-ca/,5,,,124,no,no,
2026-09-25,std testing cicero il,phone,std-city,/std-testing/cicero-il/,/std-testing/cicero-il/,5,5,,146,no,no,
2026-09-25,std testing cicero il,desktop,std-city,/std-testing/cicero-il/,/std-testing/cicero-il/,5,,,146,no,no,
2026-09-25,std testing clarksburg md,phone,std-city,/std-testing/clarksburg-md/,/std-testing/clarksburg-md/,4,4,,411,no,no,
2026-09-25,std testing clarksburg md,desktop,std-city,/std-testing/clarksburg-md/,/std-testing/clarksburg-md/,4,,,411,no,no,
2026-09-25,std testing clarksville tn,phone,std-city,/std-testing/clarksville-tn/,/std-testing/clarksville-tn/,4,4,,214,no,no,
2026-09-25,std testing clarksville tn,desktop,std-city,/std-testing/clarksville-tn/,/std-testing/clarksville-tn/,4,,,214,no,no,
2026-09-25,std testing clearwater fl,phone,std-city,/std-testing/clearwater-fl/,/std-testing/clearwater-fl/,7,7,,198,no,no,
2026-09-25,std testing clearwater fl,desktop,std-city,/std-testing/clearwater-fl/,/std-testing/clearwater-fl/,7,,,198,no,no,
2026-09-25,std testing cleveland oh,phone,std-city,/std-testing/cleveland-oh/,/std-testing/cleveland-oh/,5,5,,345,no,no,
2026-09-25,std testing cleveland oh,desktop,std-city,/std-testing/cleveland-oh/,/std-testing/cleveland-oh/,5,,,345,no,no,
2026-09-25,std testing clifton nj,phone,std-city,/std-testing/clifton-nj/,/std-testing/clifton-nj/,5,5,,69,no,no,
2026-09-25,std testing clifton nj,desktop,std-city,/std-testing/clifton-nj/,/std-testing/clifton-nj/,5,,,69,no,no,
2026-09-25,std testing coeur d alene id,phone,std-city,/std-testing/coeur-d-alene-id/,/std-testing/coeur-d-alene-id/,4,4,,93,no,no,
2026-09-25,std testing coeur d alene id,desktop,std-city,/std-testing/coeur-d-alene-id/,/std-testing/coeur-d-alene-id/,4,,,93,yes,yes,
2026-09-25,std testing colorado springs co,phone,std-city,/std-testing/colorado-springs-co/,/std-testing/colorado-springs-co/,5,5,,211,no,no,
2026-09-25,std testing colorado springs co,desktop,std-city,/std-testing/colorado-springs-co/,/std-testing/colorado-springs-co/,5,,,211,no,no,
2026-09-25,std testing columbia md,phone,std-city,/std-testing/columbia-md/,/std-testing/columbia-md/,4,4,,183,no,no,
2026-09-25,std testing columbia md,desktop,std-city,/std-testing/columbia-md/,/std-testing/columbia-md/,6,,,183,no,no,
2026-09-25,std testing columbia mo,phone,std-city,/std-testing/columbia-mo/,/std-testing/columbia-mo/,6,6,,218,no,no,
2026-09-25,std testing columbia mo,desktop,std-city,/std-testing/columbia-mo/,/std-testing/columbia-mo/,6,,,218,no,no,
2026-09-25,std testing columbia sc,phone,std-city,/std-testing/columbia-sc/,/std-testing/columbia-sc/,8,8,,415,no,no,
2026-09-25,std testing columbia sc,desktop,std-city,/std-testing/columbia-sc/,/std-testing/columbia-sc/,8,,,415,no,no,
2026-09-25,std testing columbus ga,phone,std-city,/std-testing/columbus-ga/,/std-testing/columbus-ga/,5,5,,179,no,no,
2026-09-25,std testing columbus ga,desktop,std-city,/std-testing/columbus-ga/,/std-testing/columbus-ga/,5,,,179,no,no,
2026-09-25,std testing concord ca,phone,std-city,/std-testing/concord-ca/,/std-testing/concord-ca/,4,4,,187,yes,no,
2026-09-25,std testing concord ca,desktop,std-city,/std-testing/concord-ca/,/std-testing/concord-ca/,3,,,187,no,no,
