week_of,keyword,device,group,planned_page,ranking_page,position_latest,median_7d,median_prior_7d,gsc_impressions_28d,ai_overview_on_page,testing_com_in_ai_overview,signals
2026-09-25,rheumatoid arthritis diagnosis,phone,category,/rheumatoid-arthritis-testing/,/rheumatoid-arthritis-testing/,27,27,,111,yes,no,
2026-09-25,rheumatoid arthritis diagnosis,desktop,category,/rheumatoid-arthritis-testing/,/rheumatoid-arthritis-testing/,28,,,111,yes,no,
2026-09-25,rheumatoid arthritis test,phone,category,/rheumatoid-arthritis-testing/,,,101,,147,yes,no,
2026-09-25,rheumatoid arthritis test,desktop,category,/rheumatoid-arthritis-testing/,/rheumatoid-arthritis-testing/,15,,,147,yes,no,
2026-09-25,rheumatoid factor,phone,selling-test-page,/tests/rheumatoid-factor-rf/,/tests/rheumatoid-factor-rf/,21,21,,57,yes,no,
2026-09-25,rheumatoid factor,desktop,selling-test-page,/tests/rheumatoid-factor-rf/,/tests/rheumatoid-factor-rf/,20,,,57,yes,no,
2026-09-25,rheumatoid factor test,phone,kept,/tests/rheumatoid-factor-rf/,/tests/rheumatoid-factor-rf/,25,25,,15,yes,no,
2026-09-25,rheumatoid factor test,desktop,kept,/tests/rheumatoid-factor-rf/,/tests/rheumatoid-factor-rf/,28,,,15,yes,no,
2026-09-25,rpr blood test,phone,std-pages,/std-testing/rpr-test/,/std-testing/rpr-test/,7,7,,4043,yes,yes,
2026-09-25,rpr blood test,desktop,std-pages,/std-testing/rpr-test/,/std-testing/rpr-test/,6,,,4043,yes,yes,
2026-09-25,rpr lab,phone,std-pages,/std-testing/rpr-test/,/std-testing/rpr-test/,11,11,,397,yes,no,
2026-09-25,rpr lab,desktop,std-pages,/std-testing/rpr-test/,/std-testing/rpr-test/,11,,,397,yes,no,
2026-09-25,rpr lab test,phone,std-pages,/std-testing/rpr-test/,/std-testing/rpr-test/,12,12,,1030,yes,no,refresh
2026-09-25,rpr lab test,desktop,std-pages,/std-testing/rpr-test/,/std-testing/rpr-test/,12,,,1030,yes,no,
2026-09-25,rpr qualitative,phone,std-pages,/std-testing/rpr-test/,/std-testing/rpr-test/,2,2,,348,yes,yes,
2026-09-25,rpr qualitative,desktop,std-pages,/std-testing/rpr-test/,/std-testing/rpr-test/,2,,,348,yes,yes,
2026-09-25,rpr quantitative,phone,std-pages,/std-testing/rpr-test/,/std-testing/rpr-test/,1,1,,181,yes,yes,
2026-09-25,rpr quantitative,desktop,std-pages,/std-testing/rpr-test/,/std-testing/rpr-test/,1,,,181,yes,yes,
2026-09-25,rpr screen,phone,std-pages,/std-testing/rpr-test/,,,101,,368,yes,yes,
2026-09-25,rpr screen,desktop,std-pages,/std-testing/rpr-test/,/std-testing/rpr-test/,9,,,368,yes,yes,
2026-09-25,rpr syphilis,phone,std-pages,/std-testing/rpr-test/,/tests/syphilis-test/,34,34,,214,yes,no,other page ranks
2026-09-25,rpr syphilis,desktop,std-pages,/std-testing/rpr-test/,,,,,214,yes,no,
2026-09-25,rpr test,phone,std-pages,/std-testing/rpr-test/,/std-testing/rpr-test/,11,11,,5673,yes,yes,refresh
2026-09-25,rpr test,desktop,std-pages,/std-testing/rpr-test/,/std-testing/rpr-test/,9,,,5673,yes,yes,
2026-09-25,rpr testing,phone,std-pages,/std-testing/rpr-test/,/std-testing/rpr-test/,8,8,,186,yes,yes,
2026-09-25,rpr testing,desktop,std-pages,/std-testing/rpr-test/,/std-testing/rpr-test/,8,,,186,yes,yes,
2026-09-25,rpr titer,phone,std-pages,/std-testing/rpr-test/,/std-testing/rpr-test/,7,7,,1253,yes,yes,
2026-09-25,rpr titer,desktop,std-pages,/std-testing/rpr-test/,/std-testing/rpr-test/,5,,,1253,yes,yes,
2026-09-25,rubella antibodies test,phone,kept,/tests/rubella-igg-immunity-test/,/tests/rubella-test/,14,14,,99,no,no,other page ranks
2026-09-25,rubella antibodies test,desktop,kept,/tests/rubella-igg-immunity-test/,/tests/rubella-test/,13,,,99,yes,no,
2026-09-25,rubella blood test,phone,selling-test-page,/tests/rubella-igg-immunity-test/,/tests/rubella-test/,4,4,,173,yes,yes,other page ranks
2026-09-25,rubella blood test,desktop,selling-test-page,/tests/rubella-igg-immunity-test/,/tests/rubella-test/,4,,,173,yes,yes,
2026-09-25,rubella test,phone,selling-test-page,/tests/rubella-igg-immunity-test/,/tests/rubella-test/,3,3,,196,no,no,other page ranks
2026-09-25,rubella test,desktop,selling-test-page,/tests/rubella-igg-immunity-test/,/tests/rubella-test/,3,,,196,yes,yes,
2026-09-25,rubella titer,phone,selling-test-page,/tests/rubella-igg-immunity-test/,/tests/rubella-test/,14,14,,501,yes,no,other page ranks
2026-09-25,rubella titer,desktop,selling-test-page,/tests/rubella-igg-immunity-test/,/tests/rubella-test/,14,,,501,yes,no,
2026-09-25,rubella titer test,phone,kept,/tests/rubella-igg-immunity-test/,/tests/rubella-test/,17,17,,204,yes,no,other page ranks
2026-09-25,rubella titer test,desktop,kept,/tests/rubella-igg-immunity-test/,/tests/rubella-test/,17,,,204,yes,yes,
2026-09-25,salmon allergy test,phone,not-ranking-yet,/tests/salmon-allergy-test/,/tests/salmon-allergy-test/,6,6,,5,yes,yes,
2026-09-25,salmon allergy test,desktop,not-ranking-yet,/tests/salmon-allergy-test/,/tests/salmon-allergy-test/,8,,,5,yes,yes,
2026-09-25,sermorelin,phone,treatments,/treatments/sermorelin/,/treatments/sermorelin-benefits/,4,4,,88982,yes,yes,other page ranks
2026-09-25,sermorelin,desktop,treatments,/treatments/sermorelin/,/treatments/sermorelin-benefits/,4,,,88982,yes,yes,
2026-09-25,sermorelin injections,phone,treatments,/treatments/sermorelin/,/treatments/sermorelin-benefits/,1,1,,1185,yes,yes,other page ranks
2026-09-25,sermorelin injections,desktop,treatments,/treatments/sermorelin/,/treatments/sermorelin/,14,,,1185,yes,yes,
2026-09-25,sermorelin peptide,phone,treatments,/treatments/sermorelin/,/treatments/sermorelin-benefits/,4,4,,38955,yes,yes,other page ranks
2026-09-25,sermorelin peptide,desktop,treatments,/treatments/sermorelin/,/treatments/sermorelin-benefits/,4,,,38955,yes,yes,
2026-09-25,sermorelin therapy,phone,treatments,/treatments/sermorelin/,/treatments/sermorelin-benefits/,2,2,,1212,yes,yes,other page ranks
2026-09-25,sermorelin therapy,desktop,treatments,/treatments/sermorelin/,/treatments/sermorelin-benefits/,2,,,1212,yes,yes,
2026-09-25,serum pregnancy test fasting required,desktop,leaving,/tests/pregnancy-test-hcg/,/tests/pregnancy-test-hcg/,1,,,127,yes,no,
2026-09-25,sex hormone binding globulin,phone,selling-test-page,/tests/sex-hormone-binding-globulin-shbg/,/tests/sex-hormone-binding-globulin-shbg/,27,27,,165,yes,no,
2026-09-25,sex hormone binding globulin,desktop,selling-test-page,/tests/sex-hormone-binding-globulin-shbg/,,,,,165,yes,no,
2026-09-25,sexually transmitted diseases test price,phone,std-pages,/std-test-pricing/,/std-testing/atlanta-ga/,6,6,,1835,no,no,other page ranks
2026-09-25,sexually transmitted diseases test price,desktop,std-pages,/std-test-pricing/,/std-testing/new-york-city-ny/,44,,,1835,yes,no,
2026-09-25,shbg blood test,phone,selling-test-page,/tests/sex-hormone-binding-globulin-shbg/,/tests/sex-hormone-binding-globulin-shbg/,10,10,,1816,yes,yes,refresh
2026-09-25,shbg blood test,desktop,selling-test-page,/tests/sex-hormone-binding-globulin-shbg/,/tests/sex-hormone-binding-globulin-shbg/,8,,,1816,yes,yes,
2026-09-25,shbg test,phone,selling-test-page,/tests/sex-hormone-binding-globulin-shbg/,/tests/sex-hormone-binding-globulin-shbg/,8,8,,2263,yes,no,refresh
2026-09-25,shbg test,desktop,selling-test-page,/tests/sex-hormone-binding-globulin-shbg/,/tests/sex-hormone-binding-globulin-shbg/,12,,,2263,yes,no,
2026-09-25,shingles blood test,phone,kept,/tests/chickenpox-and-shingles-tests/,/tests/chickenpox-and-shingles-tests/,6,6,,258,yes,no,
2026-09-25,shingles blood test,desktop,kept,/tests/chickenpox-and-shingles-tests/,/tests/chickenpox-and-shingles-tests/,6,,,258,yes,no,
2026-09-25,shingles test,phone,kept,/tests/chickenpox-and-shingles-tests/,/tests/chickenpox-and-shingles-tests/,7,7,,497,yes,yes,
2026-09-25,shingles test,desktop,kept,/tests/chickenpox-and-shingles-tests/,/tests/chickenpox-and-shingles-tests/,7,,,497,yes,yes,
2026-09-25,shrimp allergy test,phone,not-ranking-yet,/tests/shrimp-allergy-test/,/tests/at-home-food-allergy-test/,39,39,,10,yes,yes,other page ranks
2026-09-25,shrimp allergy test,desktop,not-ranking-yet,/tests/shrimp-allergy-test/,/tests/shrimp-allergy-test/,12,,,10,yes,yes,
2026-09-25,sickle cell disease test,phone,selling-test-page,/tests/sickle-cell-disease-test/,/tests/sickle-cell-tests/,11,11,,88,yes,yes,other page ranks
2026-09-25,sickle cell disease test,desktop,selling-test-page,/tests/sickle-cell-disease-test/,/tests/sickle-cell-tests/,16,,,88,yes,yes,
2026-09-25,sickle cell test,phone,next-in-line,/tests/sickle-cell-tests/,/tests/sickle-cell-tests/,9,9,,2732,yes,yes,refresh
2026-09-25,sickle cell test,desktop,next-in-line,/tests/sickle-cell-tests/,/tests/sickle-cell-tests/,8,,,2732,yes,yes,
2026-09-25,sickle cell testing,phone,next-in-line,/tests/sickle-cell-tests/,/tests/sickle-cell-tests/,13,13,,455,yes,yes,
2026-09-25,sickle cell testing,desktop,next-in-line,/tests/sickle-cell-tests/,/tests/sickle-cell-tests/,13,,,455,yes,yes,
2026-09-25,sleep apnea diagnosis,phone,category,/sleep-apnea-testing/,/sleep-apnea-testing/,22,22,,551,yes,no,
2026-09-25,sleep apnea diagnosis,desktop,category,/sleep-apnea-testing/,/sleep-apnea-testing/,20,,,551,yes,no,
2026-09-25,sleep apnea test,phone,category,/sleep-apnea-testing/,/sleep-apnea-testing/,8,8,,15040,yes,no,refresh
2026-09-25,sleep apnea test,desktop,category,/sleep-apnea-testing/,,,,,15040,yes,no,
2026-09-25,smooth muscle ab screen,phone,next-in-line,/tests/smooth-muscle-antibody-sma-and-f-actin-antibody/,/tests/smooth-muscle-antibody-sma-and-f-actin-antibody/,9,9,,98,yes,yes,
2026-09-25,smooth muscle ab screen,desktop,next-in-line,/tests/smooth-muscle-antibody-sma-and-f-actin-antibody/,/tests/smooth-muscle-antibody-sma-and-f-actin-antibody/,11,,,98,yes,yes,
2026-09-25,sodium blood test,phone,next-in-line,/tests/sodium/,/tests/sodium/,5,5,,2939,yes,yes,
2026-09-25,sodium blood test,desktop,next-in-line,/tests/sodium/,/tests/sodium/,15,,,2939,yes,yes,
2026-09-25,standard std panel,phone,std-pages,/std-testing/standard-std-panel/,/std-testing/standard-std-panel/,1,1,,208,no,no,
2026-09-25,standard std panel,desktop,std-pages,/std-testing/standard-std-panel/,/std-testing/standard-std-panel/,1,,,208,no,no,
2026-09-25,statin check up panel,phone,kept,/tests/statin-check-up-panel/,/tests/statin-check-up-panel/,1,1,,34,no,no,
2026-09-25,statin check up panel,desktop,kept,/tests/statin-check-up-panel/,/tests/statin-check-up-panel/,1,,,34,yes,yes,
2026-09-25,std blood test,phone,std-pages,/std-testing/,/std-testing/standard-std-panel/,46,46,,9028,no,no,other page ranks
2026-09-25,std blood test,desktop,std-pages,/std-testing/,/std-testing/standard-std-panel/,44,,,9028,no,no,
2026-09-25,std bump on penis,phone,std-pages,/std-testing/,/articles/bumps-on-head-penis/,1,1,,27,yes,yes,other page ranks
2026-09-25,std bump on penis,desktop,std-pages,/std-testing/,/articles/bumps-on-head-penis/,1,,,27,yes,yes,
2026-09-25,std check,phone,std-pages,/std-testing/,/std-testing/california/,12,12,,7129,yes,no,refresh
2026-09-25,std check,desktop,std-pages,/std-testing/,/std-testing/california/,27,,,7129,yes,no,
2026-09-25,std check test,phone,std-pages,/std-testing/,/std-testing/new-york-city-ny/,11,11,,2871,no,no,refresh; other page ranks
2026-09-25,std check test,desktop,std-pages,/std-testing/,/std-testing/new-york-city-ny/,11,,,2871,no,no,
2026-09-25,std clinic,phone,std-pages,(city pages),/std-testing/sarasota-fl/,88,88,,2401,yes,no,
2026-09-25,std clinic,desktop,std-pages,(city pages),/std-testing/east-los-angeles-ca/,57,,,2401,no,no,
2026-09-25,std exam cost,phone,std-pages,/std-test-pricing/,/std-test-pricing/,1,1,,1931,no,no,
2026-09-25,std exam cost,desktop,std-pages,/std-test-pricing/,/std-test-pricing/,1,,,1931,no,no,
2026-09-25,std panel,phone,std-pages,/std-testing/standard-std-panel/,/std-testing/standard-std-panel/,1,1,,3196,yes,no,
2026-09-25,std panel,desktop,std-pages,/std-testing/standard-std-panel/,/std-testing/standard-std-panel/,1,,,3196,no,no,
2026-09-25,std panel test,phone,std-pages,/std-testing/standard-std-panel/,/std-testing/san-diego-ca/,9,9,,1520,no,no,refresh; other page ranks
2026-09-25,std panel test,desktop,std-pages,/std-testing/standard-std-panel/,/std-testing/standard-std-panel/,7,,,1520,no,no,
2026-09-25,std screening,phone,std-pages,/std-testing/,/std-testing/,7,7,,8245,yes,no,
2026-09-25,std screening,desktop,std-pages,/std-testing/,/std-testing/,8,,,8245,yes,no,
2026-09-25,std test,phone,std-pages,/std-testing/,/std-testing/atlanta-ga/,9,9,,22985,no,no,refresh
2026-09-25,std test,desktop,std-pages,/std-testing/,/std-testing/clemson-sc/,1,,,22985,yes,yes,
2026-09-25,std test carson city nevada,phone,std-city,/std-testing/carson-city-nv/,/std-testing/carson-city-nv/,5,5,,286,no,no,
2026-09-25,std test carson city nevada,desktop,std-city,/std-testing/carson-city-nv/,/std-testing/carson-city-nv/,4,,,286,no,no,
2026-09-25,std test cost,phone,std-pages,/std-test-pricing/,/std-test-pricing/,1,1,,457,no,no,
2026-09-25,std test cost,desktop,std-pages,/std-test-pricing/,/std-test-pricing/,1,,,457,no,no,
2026-09-25,std test cypress california,phone,std-city,/std-testing/cypress-ca/,/std-testing/cypress-ca/,4,4,,251,no,no,
2026-09-25,std test cypress california,desktop,std-city,/std-testing/cypress-ca/,/std-testing/cypress-ca/,4,,,251,no,no,
2026-09-25,std test doral florida,phone,std-city,/std-testing/doral-fl/,/std-testing/doral-fl/,4,4,,259,no,no,
2026-09-25,std test doral florida,desktop,std-city,/std-testing/doral-fl/,/std-testing/doral-fl/,2,,,259,yes,yes,
2026-09-25,std test euless texas,phone,std-city,/std-testing/euless-tx/,/std-testing/euless-tx/,4,4,,219,no,no,
2026-09-25,std test euless texas,desktop,std-city,/std-testing/euless-tx/,/std-testing/euless-tx/,2,,,219,yes,yes,
2026-09-25,std test for women,phone,std-pages,/std-testing/,/tests/at-home-std-test/,14,14,,22,no,no,other page ranks
2026-09-25,std test for women,desktop,std-pages,/std-testing/,/tests/at-home-std-test/,16,,,22,no,no,
2026-09-25,std test price,phone,std-pages,/std-test-pricing/,/std-test-pricing/,1,1,,7048,no,no,
2026-09-25,std test price,desktop,std-pages,/std-test-pricing/,/std-test-pricing/,1,,,7048,no,no,
2026-09-25,std test pricing,phone,std-pages,/std-test-pricing/,/std-test-pricing/,1,1,,208,no,no,
2026-09-25,std test pricing,desktop,std-pages,/std-test-pricing/,/std-test-pricing/,2,,,208,no,no,
2026-09-25,std testing,phone,std-pages,/std-testing/,/std-testing/,7,7,,56966,no,no,
2026-09-25,std testing,desktop,std-pages,/std-testing/,/std-testing/california/,9,,,56966,yes,yes,
2026-09-25,std testing abilene tx,phone,std-city,/std-testing/abilene-tx/,/std-testing/abilene-tx/,6,6,,143,no,no,
2026-09-25,std testing abilene tx,desktop,std-city,/std-testing/abilene-tx/,/std-testing/abilene-tx/,3,,,143,no,no,
2026-09-25,std testing addison,phone,std-city,/std-testing/addison-il/,/std-testing/addison-il/,8,8,,176,no,no,
2026-09-25,std testing addison,desktop,std-city,/std-testing/addison-il/,/std-testing/addison-il/,5,,,176,no,no,
2026-09-25,std testing akron oh,phone,std-city,/std-testing/akron-oh/,/std-testing/akron-oh/,7,7,,257,no,no,
2026-09-25,std testing akron oh,desktop,std-city,/std-testing/akron-oh/,/std-testing/akron-oh/,6,,,257,no,no,
2026-09-25,std testing albany ga,phone,std-city,/std-testing/albany-ga/,/std-testing/albany-ga/,4,4,,149,no,no,
2026-09-25,std testing albany ga,desktop,std-city,/std-testing/albany-ga/,/std-testing/albany-ga/,4,,,149,no,no,
2026-09-25,std testing albany ny,phone,std-city,/std-testing/albany-ny/,/std-testing/albany-ny/,5,5,,255,no,no,
2026-09-25,std testing albany ny,desktop,std-city,/std-testing/albany-ny/,/std-testing/albany-ny/,2,,,255,yes,yes,
2026-09-25,std testing albuquerque nm,phone,std-city,/std-testing/albuquerque-nm/,/std-testing/albuquerque-nm/,6,6,,264,no,no,
2026-09-25,std testing albuquerque nm,desktop,std-city,/std-testing/albuquerque-nm/,/std-testing/albuquerque-nm/,6,,,264,no,no,
2026-09-25,std testing alexandria la,phone,std-city,/std-testing/alexandria-la/,/std-testing/alexandria-la/,4,4,,313,no,no,
2026-09-25,std testing alexandria la,desktop,std-city,/std-testing/alexandria-la/,/std-testing/alexandria-la/,4,,,313,no,no,
2026-09-25,std testing alexandria va,phone,std-city,/std-testing/alexandria-va/,/std-testing/alexandria-va/,4,4,,222,no,no,
2026-09-25,std testing alexandria va,desktop,std-city,/std-testing/alexandria-va/,/std-testing/alexandria-va/,5,,,222,no,no,
2026-09-25,std testing allen tx,phone,std-city,/std-testing/allen-tx/,/std-testing/allen-tx/,4,4,,146,yes,yes,
2026-09-25,std testing allen tx,desktop,std-city,/std-testing/allen-tx/,/std-testing/allen-tx/,4,,,146,no,no,
2026-09-25,std testing allentown pa,phone,std-city,/std-testing/allentown-pa/,/std-testing/allentown-pa/,6,6,,231,no,no,
2026-09-25,std testing allentown pa,desktop,std-city,/std-testing/allentown-pa/,/std-testing/allentown-pa/,6,,,231,no,no,
2026-09-25,std testing alpharetta,phone,std-city,/std-testing/alpharetta-ga/,/std-testing/alpharetta-ga/,2,2,,331,yes,yes,
2026-09-25,std testing alpharetta,desktop,std-city,/std-testing/alpharetta-ga/,/std-testing/alpharetta-ga/,2,,,331,yes,yes,
2026-09-25,std testing altamonte springs,phone,std-city,/std-testing/altamonte-springs-fl/,/std-testing/altamonte-springs-fl/,7,7,,136,no,no,
2026-09-25,std testing altamonte springs,desktop,std-city,/std-testing/altamonte-springs-fl/,/std-testing/altamonte-springs-fl/,7,,,136,no,no,
2026-09-25,std testing alton il,phone,std-city,/std-testing/alton-il/,/std-testing/alton-il/,5,5,,206,no,no,
2026-09-25,std testing alton il,desktop,std-city,/std-testing/alton-il/,/std-testing/alton-il/,5,,,206,no,no,
2026-09-25,std testing amarillo tx,phone,std-city,/std-testing/amarillo-tx/,/std-testing/amarillo-tx/,5,5,,124,no,no,
2026-09-25,std testing amarillo tx,desktop,std-city,/std-testing/amarillo-tx/,/std-testing/amarillo-tx/,5,,,124,no,no,
2026-09-25,std testing ames,phone,std-city,/std-testing/ames-ia/,/std-testing/ames-ia/,6,6,,255,no,no,
2026-09-25,std testing ames,desktop,std-city,/std-testing/ames-ia/,/std-testing/ames-ia/,3,,,255,no,no,
2026-09-25,std testing ames ia,phone,std-city,/std-testing/ames-ia/,/std-testing/ames-ia/,6,6,,304,no,no,
2026-09-25,std testing ames ia,desktop,std-city,/std-testing/ames-ia/,/std-testing/ames-ia/,7,,,304,no,no,
2026-09-25,std testing anaheim ca,phone,std-city,/std-testing/anaheim-ca/,/std-testing/anaheim-ca/,4,4,,200,no,no,
2026-09-25,std testing anaheim ca,desktop,std-city,/std-testing/anaheim-ca/,/std-testing/anaheim-ca/,2,,,200,no,no,
2026-09-25,std testing anchorage ak,phone,std-city,/std-testing/anchorage-ak/,/std-testing/anchorage-ak/,5,5,,164,no,no,
2026-09-25,std testing anchorage ak,desktop,std-city,/std-testing/anchorage-ak/,/std-testing/anchorage-ak/,4,,,164,no,no,
2026-09-25,std testing anderson sc,phone,std-city,/std-testing/anderson-sc/,/std-testing/anderson-sc/,4,4,,149,no,no,
2026-09-25,std testing anderson sc,desktop,std-city,/std-testing/anderson-sc/,/std-testing/anderson-sc/,4,,,149,no,no,
2026-09-25,std testing ann arbor mi,phone,std-city,/std-testing/ann-arbor-mi/,/std-testing/ann-arbor-mi/,4,4,,333,no,no,
2026-09-25,std testing ann arbor mi,desktop,std-city,/std-testing/ann-arbor-mi/,/std-testing/ann-arbor-mi/,5,,,333,no,no,
2026-09-25,std testing annandale va,phone,std-city,/std-testing/annandale-va/,/std-testing/annandale-va/,6,6,,199,no,no,
2026-09-25,std testing annandale va,desktop,std-city,/std-testing/annandale-va/,/std-testing/annandale-va/,5,,,199,no,no,
2026-09-25,std testing annapolis,phone,std-city,/std-testing/annapolis-md/,/std-testing/annapolis-md/,8,8,,298,no,no,
2026-09-25,std testing annapolis,desktop,std-city,/std-testing/annapolis-md/,/std-testing/annapolis-md/,8,,,298,no,no,
2026-09-25,std testing apple valley,phone,std-city,/std-testing/apple-valley-ca/,/std-testing/apple-valley-ca/,7,7,,145,no,no,
2026-09-25,std testing apple valley,desktop,std-city,/std-testing/apple-valley-ca/,/std-testing/apple-valley-ca/,9,,,145,yes,no,
2026-09-25,std testing apple valley ca,phone,std-city,/std-testing/apple-valley-ca/,/std-testing/apple-valley-ca/,7,7,,86,no,no,
2026-09-25,std testing apple valley ca,desktop,std-city,/std-testing/apple-valley-ca/,/std-testing/apple-valley-ca/,6,,,86,no,no,
2026-09-25,std testing arcadia,phone,std-city,/std-testing/arcadia-ca/,/std-testing/arcadia-ca/,4,4,,167,no,no,
2026-09-25,std testing arcadia,desktop,std-city,/std-testing/arcadia-ca/,/std-testing/arcadia-ca/,4,,,167,no,no,
2026-09-25,std testing arlington heights il,phone,std-city,/std-testing/arlington-heights-il/,/std-testing/arlington-heights-il/,4,4,,169,no,no,
2026-09-25,std testing arlington heights il,desktop,std-city,/std-testing/arlington-heights-il/,/std-testing/arlington-heights-il/,4,,,169,no,no,
2026-09-25,std testing arlington tx,phone,std-city,/std-testing/arlington-tx/,/std-testing/arlington-tx/,7,7,,285,no,no,
2026-09-25,std testing arlington tx,desktop,std-city,/std-testing/arlington-tx/,/std-testing/arlington-tx/,7,,,285,no,no,
2026-09-25,std testing arlington va,phone,std-city,/std-testing/arlington-va/,/std-testing/arlington-va/,5,5,,226,no,no,
2026-09-25,std testing arlington va,desktop,std-city,/std-testing/arlington-va/,/std-testing/arlington-va/,6,,,226,no,no,
2026-09-25,std testing asheville nc,phone,std-city,/std-testing/asheville-nc/,/std-testing/asheville-nc/,8,8,,261,no,no,
2026-09-25,std testing asheville nc,desktop,std-city,/std-testing/asheville-nc/,/std-testing/asheville-nc/,8,,,261,no,no,
2026-09-25,std testing athens ga,phone,std-city,/std-testing/athens-ga/,/std-testing/athens-ga/,4,4,,245,no,no,
2026-09-25,std testing athens ga,desktop,std-city,/std-testing/athens-ga/,/std-testing/athens-ga/,1,,,245,yes,yes,
2026-09-25,std testing auburn al,phone,std-city,/std-testing/auburn-al/,/std-testing/auburn-al/,4,4,,112,no,no,
2026-09-25,std testing auburn al,desktop,std-city,/std-testing/auburn-al/,/std-testing/auburn-al/,5,,,112,no,no,
2026-09-25,std testing auburn wa,phone,std-city,/std-testing/auburn-wa/,/std-testing/auburn-wa/,3,3,,141,yes,no,
2026-09-25,std testing auburn wa,desktop,std-city,/std-testing/auburn-wa/,/std-testing/auburn-wa/,2,,,141,no,no,
2026-09-25,std testing augusta ga,phone,std-city,/std-testing/augusta-ga/,/std-testing/augusta-ga/,4,4,,291,no,no,
2026-09-25,std testing augusta ga,desktop,std-city,/std-testing/augusta-ga/,/std-testing/augusta-ga/,4,,,291,no,no,
2026-09-25,std testing aurora co,phone,std-city,/std-testing/aurora-co/,/std-testing/aurora-co/,6,6,,285,no,no,
2026-09-25,std testing aurora co,desktop,std-city,/std-testing/aurora-co/,/std-testing/aurora-co/,5,,,285,no,no,
2026-09-25,std testing aurora il,phone,std-city,/std-testing/aurora-il/,/std-testing/aurora-il/,5,5,,106,no,no,
2026-09-25,std testing aurora il,desktop,std-city,/std-testing/aurora-il/,/std-testing/aurora-il/,5,,,106,no,no,
2026-09-25,std testing aventura,phone,std-city,/std-testing/aventura-fl/,/std-testing/aventura-fl/,3,3,,223,yes,no,
2026-09-25,std testing aventura,desktop,std-city,/std-testing/aventura-fl/,/std-testing/aventura-fl/,5,,,223,yes,yes,
2026-09-25,std testing avondale az,phone,std-city,/std-testing/avondale-az/,/std-testing/avondale-az/,6,6,,259,no,no,
2026-09-25,std testing avondale az,desktop,std-city,/std-testing/avondale-az/,/std-testing/avondale-az/,6,,,259,yes,yes,
2026-09-25,std testing bakersfield ca,phone,std-city,/std-testing/bakersfield-ca/,/std-testing/bakersfield-ca/,7,7,,90,no,no,
2026-09-25,std testing bakersfield ca,desktop,std-city,/std-testing/bakersfield-ca/,/std-testing/bakersfield-ca/,7,,,90,no,no,
2026-09-25,std testing battle creek mi,phone,std-city,/std-testing/battle-creek-mi/,/std-testing/battle-creek-mi/,4,4,,162,no,no,
2026-09-25,std testing battle creek mi,desktop,std-city,/std-testing/battle-creek-mi/,/std-testing/battle-creek-mi/,4,,,162,no,no,
2026-09-25,std testing baytown tx,phone,std-city,/std-testing/baytown-tx/,/std-testing/baytown-tx/,6,6,,80,no,no,
2026-09-25,std testing baytown tx,desktop,std-city,/std-testing/baytown-tx/,/std-testing/baytown-tx/,6,,,80,no,no,
2026-09-25,std testing beaumont tx,phone,std-city,/std-testing/beaumont-tx/,/std-testing/beaumont-tx/,5,5,,159,no,no,
2026-09-25,std testing beaumont tx,desktop,std-city,/std-testing/beaumont-tx/,/std-testing/beaumont-tx/,4,,,159,no,no,
2026-09-25,std testing beavercreek,phone,std-city,/std-testing/beavercreek-oh/,/std-testing/beavercreek-oh/,4,4,,158,no,no,
2026-09-25,std testing beavercreek,desktop,std-city,/std-testing/beavercreek-oh/,/std-testing/beavercreek-oh/,1,,,158,no,no,
2026-09-25,std testing beaverton or,phone,std-city,/std-testing/tualatin-or/,/std-testing/beaverton-or/,5,5,,319,no,no,other page ranks
2026-09-25,std testing beaverton or,desktop,std-city,/std-testing/tualatin-or/,/std-testing/beaverton-or/,5,,,319,yes,yes,
2026-09-25,std testing bellevue wa,phone,std-city,/std-testing/bellevue-wa/,/std-testing/bellevue-wa/,5,5,,280,no,no,
2026-09-25,std testing bellevue wa,desktop,std-city,/std-testing/bellevue-wa/,/std-testing/bellevue-wa/,5,,,280,no,no,
2026-09-25,std testing bellingham wa,phone,std-city,/std-testing/bellingham-wa/,/std-testing/bellingham-wa/,6,6,,136,no,no,
2026-09-25,std testing bellingham wa,desktop,std-city,/std-testing/bellingham-wa/,/std-testing/bellingham-wa/,3,,,136,no,no,
2026-09-25,std testing bentonville,phone,std-city,/std-testing/bentonville-ar/,/std-testing/bentonville-ar/,5,5,,384,no,no,
2026-09-25,std testing bentonville,desktop,std-city,/std-testing/bentonville-ar/,/std-testing/bentonville-ar/,5,,,384,no,no,
2026-09-25,std testing berkeley ca,phone,std-city,/std-testing/berkeley-ca/,/std-testing/berkeley-ca/,4,4,,133,yes,yes,
2026-09-25,std testing berkeley ca,desktop,std-city,/std-testing/berkeley-ca/,/std-testing/berkeley-ca/,4,,,133,yes,no,
2026-09-25,std testing berwyn il,phone,std-city,/std-testing/berwyn-il/,/std-testing/berwyn-il/,5,5,,228,no,no,
2026-09-25,std testing berwyn il,desktop,std-city,/std-testing/berwyn-il/,/std-testing/berwyn-il/,6,,,228,no,no,
2026-09-25,std testing bethlehem pa,phone,std-city,/std-testing/bethlehem-pa/,/std-testing/bethlehem-pa/,4,4,,195,no,no,
2026-09-25,std testing bethlehem pa,desktop,std-city,/std-testing/bethlehem-pa/,/std-testing/bethlehem-pa/,1,,,195,yes,yes,
